,depth,cx gates,time,depth_std,cx_std,time_std,look,beam,heuristic
0,2,1,0.05426788330078125,0.0,0.0,0.01399,0,1,lookahead
1,3,2,0.018823862075805664,1.5,1.5,0.001157,0,1,lookahead
2,4,3,0.022138118743896484,0.866,1.299,0.0006554,0,1,lookahead
3,6,7,0.020892858505249023,1.871,1.299,0.0006606,0,1,lookahead
4,15,14,0.02260613441467285,3.0,3.897,0.001376,0,1,lookahead
5,16,21,0.023118019104003906,12.62,11.1,0.01442,0,1,lookahead
6,17,19,0.023511171340942383,4.603,4.5,0.0009085,0,1,lookahead
7,23,38,0.027971267700195312,3.905,5.408,0.0008915,0,1,lookahead
8,29,39,0.029000043869018555,2.385,3.354,0.0005687,0,1,lookahead
9,32,31,0.02951192855834961,6.671,9.247,0.01368,0,1,lookahead
10,30,32,0.02717113494873047,12.46,12.62,0.002525,0,1,lookahead
11,38,57,0.03391623497009277,5.068,6.538,0.001562,0,1,lookahead
12,45,58,0.03208589553833008,3.631,2.121,0.00148,0,1,lookahead
13,47,59,0.03207206726074219,7.395,4.5,0.00169,0,1,lookahead
14,46,60,0.03542613983154297,16.58,14.92,0.01473,0,1,lookahead
15,53,55,0.0383150577545166,6.801,10.26,0.001843,0,1,lookahead
16,56,77,0.03843402862548828,10.25,7.758,0.001736,0,1,lookahead
17,69,75,0.0383758544921875,4.183,27.36,0.002109,0,1,lookahead
18,56,82,0.039732933044433594,13.06,16.16,0.002863,0,1,lookahead
19,68,116,0.0459589958190918,1.803,16.07,0.01262,0,1,lookahead
20,73,84,0.04665398597717285,3.419,29.73,0.001904,0,1,lookahead
21,72,106,0.045937299728393555,10.5,15.64,0.002307,0,1,lookahead
22,83,101,0.046028852462768555,11.86,15.07,0.003862,0,1,lookahead
23,90,177,0.05914807319641113,9.731,32.27,0.01122,0,1,lookahead
24,84,109,0.04843401908874512,13.97,46.69,0.004529,0,1,lookahead
25,102,128,0.05782890319824219,13.72,17.8,0.0007724,0,1,lookahead
26,95,114,0.05622100830078125,4.272,12.46,0.002358,0,1,lookahead
27,89,223,0.06364011764526367,12.58,30.1,0.005468,0,1,lookahead
28,101,128,0.05139780044555664,7.084,27.77,0.01401,0,1,lookahead
29,111,186,0.060140132904052734,4.437,30.11,0.002497,0,1,lookahead
30,120,136,0.06122779846191406,12.93,35.69,0.0038,0,1,lookahead
31,126,233,0.06984400749206543,5.523,30.37,0.001109,0,1,lookahead
32,131,162,0.06919384002685547,13.97,45.35,0.01744,0,1,lookahead
33,122,151,0.07428693771362305,16.39,43.19,0.002811,0,1,lookahead
34,122,179,0.08277201652526855,13.83,22.65,0.003138,0,1,lookahead
35,147,234,0.08292913436889648,10.59,66.02,0.01276,0,1,lookahead
36,141,166,0.07528376579284668,6.759,52.56,0.003046,0,1,lookahead
37,142,179,0.08535408973693848,7.697,53.13,0.00548,0,1,lookahead
38,147,306,0.09420895576477051,9.497,50.49,0.005124,0,1,lookahead
39,150,187,0.08467817306518555,18.05,62.17,0.01583,0,1,lookahead
40,153,188,0.07876300811767578,9.836,54.6,0.008033,0,1,lookahead
41,167,213,0.09147405624389648,7.314,17.41,0.003248,0,1,lookahead
42,172,193,0.08115983009338379,12.67,54.93,0.008574,0,1,lookahead
43,189,263,0.0967860221862793,9.247,19.62,0.005103,0,1,lookahead
44,170,237,0.09056425094604492,4.657,13.58,0.01296,0,1,lookahead
45,177,304,0.10975003242492676,11.19,69.2,0.004429,0,1,lookahead
46,195,317,0.11224102973937988,1.299,29.65,0.005315,0,1,lookahead
47,200,360,0.10827493667602539,9.552,57.0,0.02224,0,1,lookahead
48,183,334,0.10598206520080566,17.62,59.3,0.008576,0,1,lookahead
49,201,245,0.11270308494567871,18.03,42.82,0.007043,0,1,lookahead
50,191,216,0.09440803527832031,15.16,89.92,0.01101,0,1,lookahead
51,203,343,0.10879778861999512,15.37,50.2,0.008884,0,1,lookahead
52,207,305,0.13001179695129395,6.869,53.93,0.01349,0,1,lookahead
53,210,264,0.1092061996459961,22.01,118.3,0.0105,0,1,lookahead
54,234,394,0.1326618194580078,19.97,79.3,0.006588,0,1,lookahead
55,221,353,0.11980891227722168,18.83,36.16,0.01551,0,1,lookahead
56,226,408,0.13910508155822754,11.9,47.78,0.01355,0,1,lookahead
57,229,451,0.12521791458129883,10.26,69.16,0.005589,0,1,lookahead
58,241,392,0.12723994255065918,17.65,42.05,0.01503,0,1,lookahead
59,248,357,0.13718914985656738,16.74,50.69,0.008201,0,1,lookahead
60,240,397,0.13726282119750977,14.45,63.39,0.007382,0,1,lookahead
61,264,422,0.13600897789001465,12.62,65.12,0.01566,0,1,lookahead
62,250,342,0.13450884819030762,10.16,45.57,0.005134,0,1,lookahead
63,237,376,0.14790701866149902,26.2,63.72,0.004752,0,1,lookahead
64,251,353,0.13511204719543457,12.62,34.75,0.005793,0,1,lookahead
65,268,531,0.15515899658203125,10.21,50.13,0.005148,0,1,lookahead
66,262,307,0.1645221710205078,13.08,37.19,0.009856,0,1,lookahead
67,282,416,0.14140009880065918,17.8,55.41,0.01722,0,1,lookahead
68,287,414,0.15925884246826172,14.21,38.48,0.0009894,0,1,lookahead
69,280,358,0.15473103523254395,33.46,114.6,0.01068,0,1,lookahead
70,291,398,0.15017390251159668,3.354,80.17,0.01528,0,1,lookahead
71,275,423,0.16249799728393555,16.22,24.65,0.01616,0,1,lookahead
72,314,535,0.1739962100982666,9.734,19.62,0.005304,0,1,lookahead
73,294,479,0.1669328212738037,17.93,8.874,0.002578,0,1,lookahead
74,311,369,0.17465591430664062,24.53,114.2,0.01878,0,1,lookahead
75,304,382,0.1534271240234375,18.57,153.3,0.01641,0,1,lookahead
76,329,521,0.18506407737731934,36.64,126.1,0.007326,0,1,lookahead
77,308,393,0.16558313369750977,17.15,81.67,0.009971,0,1,lookahead
78,292,370,0.15961003303527832,37.34,160.7,0.0163,0,1,lookahead
79,331,602,0.22681093215942383,22.19,135.4,0.01582,0,1,lookahead
80,321,579,0.1974349021911621,23.68,35.91,0.007722,0,1,lookahead
81,355,619,0.19176983833312988,26.37,57.13,0.01238,0,1,lookahead
82,328,767,0.21911191940307617,29.05,102.6,0.01206,0,1,lookahead
83,362,555,0.19976806640625,25.17,112.5,0.008326,0,1,lookahead
84,355,709,0.20456290245056152,6.3,76.63,0.009517,0,1,lookahead
85,356,575,0.2050621509552002,17.63,109.1,0.01031,0,1,lookahead
86,339,489,0.19057822227478027,27.63,105.9,0.01616,0,1,lookahead
87,353,709,0.2148730754852295,15.95,72.97,0.006847,0,1,lookahead
88,357,554,0.21798992156982422,14.21,42.29,0.006696,0,1,lookahead
89,382,648,0.21977019309997559,40.59,133.7,0.01155,0,1,lookahead
90,408,658,0.21871089935302734,14.2,35.43,0.009619,0,1,lookahead
91,371,749,0.23998093605041504,25.46,100.9,0.01604,0,1,lookahead
92,386,621,0.20390105247497559,21.37,62.7,0.01144,0,1,lookahead
93,392,586,0.22283482551574707,16.06,93.3,0.01079,0,1,lookahead
94,393,527,0.2126479148864746,5.932,93.01,0.01413,0,1,lookahead
95,408,717,0.25571393966674805,32.58,122.9,0.01585,0,1,lookahead
96,423,715,0.24678993225097656,23.52,137.5,0.005856,0,1,lookahead
97,411,776,0.24286389350891113,20.36,116.5,0.02282,0,1,lookahead
98,391,621,0.24013590812683105,13.95,56.08,0.0127,0,1,lookahead
99,395,967,0.27985310554504395,15.02,167.1,0.02303,0,1,lookahead
100,446,740,0.26910996437072754,20.27,173.0,0.01173,0,1,lookahead
101,416,849,0.2659730911254883,17.98,73.89,0.01174,0,1,lookahead
102,443,685,0.2673330307006836,8.983,87.11,0.005772,0,1,lookahead
103,433,791,0.2437760829925537,19.81,56.66,0.01456,0,1,lookahead
104,436,630,0.24060583114624023,21.6,69.63,0.01046,0,1,lookahead
105,460,910,0.2842559814453125,18.24,52.45,0.01664,0,1,lookahead
106,456,728,0.27623414993286133,19.67,45.81,0.00124,0,1,lookahead
107,478,834,0.27516603469848633,7.949,47.29,0.01028,0,1,lookahead
108,458,730,0.2795219421386719,32.84,103.5,0.009132,0,1,lookahead
109,461,653,0.26018691062927246,27.28,117.2,0.009706,0,1,lookahead
110,513,870,0.27425694465637207,35.38,53.26,0.008455,0,1,lookahead
111,477,766,0.31157398223876953,23.96,86.08,0.01295,0,1,lookahead
112,473,797,0.28950023651123047,25.67,107.9,0.01624,0,1,lookahead
113,506,828,0.27688002586364746,25.91,109.9,0.01723,0,1,lookahead
114,494,787,0.2687098979949951,9.192,45.35,0.01218,0,1,lookahead
115,520,938,0.2764599323272705,26.09,107.9,0.02862,0,1,lookahead
116,513,723,0.27424097061157227,16.53,145.7,0.0133,0,1,lookahead
117,510,877,0.29056525230407715,51.14,63.37,0.01828,0,1,lookahead
118,554,860,0.31714296340942383,5.804,13.08,0.007835,0,1,lookahead
119,522,795,0.2798500061035156,18.61,195.8,0.02303,0,1,lookahead
120,517,769,0.31739187240600586,25.52,133.8,0.01252,0,1,lookahead
121,541,917,0.33194684982299805,29.81,88.22,0.005237,0,1,lookahead
122,541,834,0.287564754486084,25.34,116.1,0.02316,0,1,lookahead
123,515,796,0.2956199645996094,38.06,147.9,0.02455,0,1,lookahead
124,573,935,0.2984650135040283,41.72,163.5,0.02341,0,1,lookahead
125,540,804,0.32086706161499023,31.46,68.56,0.006301,0,1,lookahead
